timestamp,open,high,low,close,volume
2024-01-02T09:30:00-05:00,94000.0,94023.26000000001,93973.0,93991.88,40117
2024-01-02T09:31:00-05:00,93991.88,94049.12000000001,93906.72,93982.18000000001,15760
2024-01-02T09:32:00-05:00,93982.18000000001,94000.66,93927.3,93970.04,13495
2024-01-02T09:33:00-05:00,93970.04,93993.56,93915.08,93976.73999999999,32935
2024-01-02T09:34:00-05:00,93976.73999999999,94059.32,93976.2,93990.84,42718
2024-01-02T09:35:00-05:00,93990.84,94124.15999999999,93962.06,94065.06000000001,18330
2024-01-02T09:36:00-05:00,94065.06000000001,94122.52,94056.86,94114.66,44281
2024-01-02T09:37:00-05:00,94114.66,94165.8,94033.1,94101.45999999999,39864
2024-01-02T09:38:00-05:00,94101.45999999999,94133.52,93907.28,93953.95999999999,43602
2024-01-02T09:39:00-05:00,93953.95999999999,94006.26,93847.38,93920.22,34150
2024-01-02T09:40:00-05:00,93920.22,93939.48000000001,93891.44,93915.9,15492
2024-01-02T09:41:00-05:00,93915.9,93935.56,93891.38,93899.92,22924
2024-01-02T09:42:00-05:00,93899.92,93931.2,93847.52,93865.22,22511
2024-01-02T09:43:00-05:00,93865.22,93944.34,93770.78,93825.5,35342
2024-01-02T09:44:00-05:00,93825.5,93883.3,93793.46,93869.5,49607
2024-01-02T09:45:00-05:00,93869.5,94004.45999999999,93822.43999999999,93950.36,38173
2024-01-02T09:46:00-05:00,93950.36,94024.28,93947.64,94004.9,24329
2024-01-02T09:47:00-05:00,94004.9,94027.54,93906.52,93924.34,47859
2024-01-02T09:48:00-05:00,93924.34,94015.64,93890.9,93960.2,46795
2024-01-02T09:49:00-05:00,93960.2,93999.01999999999,93904.44,93926.81999999999,21748
2024-01-02T09:50:00-05:00,93926.81999999999,93976.23999999999,93811.2,93887.06,27477
2024-01-02T09:51:00-05:00,93887.06,93905.6,93787.3,93871.57999999999,31607
2024-01-02T09:52:00-05:00,93871.57999999999,93896.68000000001,93818.58,93887.42,42202
2024-01-02T09:53:00-05:00,93887.42,93933.7,93882.04,93898.01999999999,26810
2024-01-02T09:54:00-05:00,93898.01999999999,94050.45999999999,93825.28,93968.34,12930
2024-01-02T09:55:00-05:00,93968.34,94029.28,93910.22,93967.88,32636
2024-01-02T09:56:00-05:00,93967.88,93977.31999999999,93923.86,93960.64,29514
2024-01-02T09:57:00-05:00,93960.64,94122.92,93886.56,94042.18,22377
2024-01-02T09:58:00-05:00,94042.18,94119.42,93934.48,94008.14,23691
2024-01-02T09:59:00-05:00,94008.14,94063.45999999999,93956.62,94009.38,18231
2024-01-02T10:00:00-05:00,94009.38,94082.2,93964.52,94016.31999999999,12521
2024-01-02T10:01:00-05:00,94016.31999999999,94043.76,93946.12,93947.76000000001,47341
2024-01-02T10:02:00-05:00,93947.76000000001,94052.26,93942.86,94026.23999999999,45425
2024-01-02T10:03:00-05:00,94026.23999999999,94106.36,93946.98,93954.22,30724
2024-01-02T10:04:00-05:00,93954.22,94107.04,93943.38,94042.24,30323
2024-01-02T10:05:00-05:00,94042.24,94130.56,94019.8,94084.02,45216
2024-01-02T10:06:00-05:00,94084.02,94129.68,93989.34000000001,94051.12000000001,20043
2024-01-02T10:07:00-05:00,94051.12000000001,94097.24,93966.9,94070.84,36870
2024-01-02T10:08:00-05:00,94070.84,94081.1,93990.44,94009.46,25178
2024-01-02T10:09:00-05:00,94009.46,94086.76000000001,93989.98,94036.95999999999,20758
2024-01-02T10:10:00-05:00,94036.95999999999,94129.96,93960.34,94110.56,44736
2024-01-02T10:11:00-05:00,94110.56,94152.70000000001,94090.4,94146.7,37586
2024-01-02T10:12:00-05:00,94146.7,94234.44,94098.32,94155.16,30225
2024-01-02T10:13:00-05:00,94155.16,94252.78,94086.73999999999,94186.28,19640
2024-01-02T10:14:00-05:00,94186.28,94273.22,94146.68000000001,94237.3,39840
2024-01-02T10:15:00-05:00,94237.3,94330.58,94153.81999999999,94273.46,16190
2024-01-02T10:16:00-05:00,94273.46,94346.56,94212.04000000001,94233.12,19632
2024-01-02T10:17:00-05:00,94233.12,94302.58,94197.34,94264.52,22945
2024-01-02T10:18:00-05:00,94264.52,94304.12,94191.45999999999,94266.54,33137
2024-01-02T10:19:00-05:00,94266.54,94400.86,94181.76,94396.56,43851
2024-01-02T10:20:00-05:00,94396.56,94597.54000000001,94382.42,94525.34000000001,30711
2024-01-02T10:21:00-05:00,94525.34000000001,94543.52,94468.04,94502.14,14698
2024-01-02T10:22:00-05:00,94502.14,94524.7,94318.06,94384.68000000001,29562
2024-01-02T10:23:00-05:00,94384.68000000001,94535.94,94303.36,94499.95999999999,49828
